STT,Mã học sinh,Họ và Tên,Lớp,Ngày sinh,HK,ĐĐGtx1,ĐĐGtx2,ĐĐGtx3,ĐĐGtx4,ĐĐGgk,ĐĐGck,"ĐTB 
mhk",Năm học,Môn,Học lực
19559,2502151140,Trần Cát Trâm,9A1,30/09/2010,1,7,7,7,6,7.5,5.6,6.5,2025,Hóa,Khá
19560,2502151140,Trần Cát Trâm,9A1,30/09/2010,1,6,7,6,6,5.7,7.0,6.4,2025,Anh,Trung bình
19561,2502151142,Lý Ngọc Hương,9A2,23/08/2010,1,10,9,10,8,8.9,10.0,9.4,2025,Toán,Giỏi
19562,2502151142,Lý Ngọc Hương,9A2,23/08/2010,1,9,9,9,9,8.5,9.7,9.1,2025,Lý,Giỏi
19563,2502151142,Lý Ngọc Hương,9A2,23/08/2010,1,8,10,8,10,9.8,9.3,9.3,2025,Hóa,Giỏi
19564,2502151142,Lý Ngọc Hương,9A2,23/08/2010,1,8,9,9,8,7.8,7.4,8.0,2025,Anh,Giỏi
19565,2502151144,Trần Ngọc Nam,9A2,15/04/2010,1,7,5,6,7,6.5,5.7,6.1,2025,Toán,Trung bình
19566,2502151144,Trần Ngọc Nam,9A2,15/04/2010,1,6,7,8,7,5.6,6.8,6.6,2025,Lý,Khá
19567,2502151144,Trần Ngọc Nam,9A2,15/04/2010,1,5,8,8,5,6.3,6.7,6.5,2025,Hóa,Khá
19568,2502151144,Trần Ngọc Nam,9A2,15/04/2010,1,5,7,7,7,7.1,7.4,6.9,2025,Anh,Khá
19569,2502151146,Phan Thanh Bách,9A2,11/01/2010,1,8,10,9,10,9.2,9.5,9.3,2025,Toán,Giỏi
19570,2502151146,Phan Thanh Bách,9A2,11/01/2010,1,7,7,9,8,6.6,8.8,7.8,2025,Lý,Khá
19571,2502151146,Phan Thanh Bách,9A2,11/01/2010,1,8,7,8,8,7.2,7.1,7.4,2025,Hóa,Khá
19572,2502151146,Phan Thanh Bách,9A2,11/01/2010,1,7,8,9,9,6.5,8.0,7.8,2025,Anh,Khá
19573,2502151148,Đỗ Trúc Trúc,9A2,07/12/2010,1,8,7,5,6,5.2,5.1,5.7,2025,Toán,Trung bình
19574,2502151148,Đỗ Trúc Trúc,9A2,07/12/2010,1,5,6,6,6,7.3,5.8,6.1,2025,Lý,Trung bình
19575,2502151148,Đỗ Trúc Trúc,9A2,07/12/2010,1,6,7,5,5,7.1,5.1,5.8,2025,Hóa,Trung bình
19576,2502151148,Đỗ Trúc Trúc,9A2,07/12/2010,1,5,2,6,4,4.5,4.7,4.5,2025,Anh,Yếu
19577,2502151150,Hoàng Duy Phúc,9A2,28/05/2010,1,3,3,4,3,4.7,3.7,3.7,2025,Toán,Yếu
19578,2502151150,Hoàng Duy Phúc,9A2,28/05/2010,1,7,6,6,8,5.5,7.1,6.6,2025,Lý,Khá
19579,2502151150,Hoàng Duy Phúc,9A2,28/05/2010,1,6,8,8,8,7.5,6.2,7.1,2025,Hóa,Khá
19580,2502151150,Hoàng Duy Phúc,9A2,28/05/2010,1,8,8,8,8,6.6,5.4,6.8,2025,Anh,Khá
19581,2502151152,Đặng Hữu Huy,9A2,29/12/2011,1,8,7,8,5,5.6,6.4,6.5,2025,Toán,Khá
19582,2502151152,Đặng Hữu Huy,9A2,29/12/2011,1,5,6,7,7,5.4,5.7,5.9,2025,Lý,Trung bình
19583,2502151152,Đặng Hữu Huy,9A2,29/12/2011,1,5,7,5,6,7.3,5.2,5.9,2025,Hóa,Trung bình
19584,2502151152,Đặng Hữu Huy,9A2,29/12/2011,1,4,4,3,6,3.9,4.2,4.2,2025,Anh,Yếu
19585,2502151154,Võ Hồng Hà,9A2,15/10/2010,1,5,7,8,6,6.6,6.1,6.4,2025,Toán,Trung bình
19586,2502151154,Võ Hồng Hà,9A2,15/10/2010,1,8,8,7,8,6.1,7.2,7.2,2025,Lý,Khá
19587,2502151154,Võ Hồng Hà,9A2,15/10/2010,1,5,3,4,2,2.6,4.7,3.7,2025,Hóa,Yếu
19588,2502151154,Võ Hồng Hà,9A2,15/10/2010,1,5,7,5,7,5.4,6.1,5.9,2025,Anh,Trung bình
19589,2502151156,Hoàng Đức Anh,9A2,13/09/2010,1,5,6,7,7,6.3,7.4,6.6,2025,Toán,Khá
19590,2502151156,Hoàng Đức Anh,9A2,13/09/2010,1,5,7,8,7,6.9,5.4,6.3,2025,Lý,Trung bình
19591,2502151156,Hoàng Đức Anh,9A2,13/09/2010,1,5,6,5,5,7.4,6.9,6.3,2025,Hóa,Trung bình
19592,2502151156,Hoàng Đức Anh,9A2,13/09/2010,1,7,8,6,6,5.6,5.4,6.0,2025,Anh,Trung bình
19593,2502151158,Đặng Khánh Ngọc,9A2,29/05/2010,1,5,6,5,6,4.4,4.0,4.8,2025,Toán,Yếu
19594,2502151158,Đặng Khánh Ngọc,9A2,29/05/2010,1,5,3,3,5,4.6,3.1,3.8,2025,Lý,Yếu
19595,2502151158,Đặng Khánh Ngọc,9A2,29/05/2010,1,3,5,6,3,3.1,2.8,3.5,2025,Hóa,Yếu
19596,2502151158,Đặng Khánh Ngọc,9A2,29/05/2010,1,3,2,6,3,4.9,3.2,3.7,2025,Anh,Yếu
19597,2502151160,Lý Cát Trúc,9A2,03/09/2010,1,6,8,5,6,6.6,6.3,6.3,2025,Toán,Trung bình
19598,2502151160,Lý Cát Trúc,9A2,03/09/2010,1,5,4,3,5,3.3,5.0,4.3,2025,Lý,Yếu
19599,2502151160,Lý Cát Trúc,9A2,03/09/2010,1,5,2,2,2,3.4,2.5,2.8,2025,Hóa,Kém
19600,2502151160,Lý Cát Trúc,9A2,03/09/2010,1,4,5,4,2,3.2,3.5,3.5,2025,Anh,Yếu
19601,2502151162,Võ Khánh Linh,9A2,08/11/2010,1,7,5,6,6,5.7,7.2,6.3,2025,Toán,Trung bình
19602,2502151162,Võ Khánh Linh,9A2,08/11/2010,1,7,5,7,5,5.6,5.4,5.7,2025,Lý,Trung bình
19603,2502151162,Võ Khánh Linh,9A2,08/11/2010,1,8,5,6,5,6.2,7.0,6.4,2025,Hóa,Trung bình
19604,2502151162,Võ Khánh Linh,9A2,08/11/2010,1,5,6,5,6,7.3,7.3,6.5,2025,Anh,Khá
19605,2502151164,Đặng Phúc Bách,9A2,14/02/2010,1,4,4,5,3,4.7,3.1,3.9,2025,Toán,Yếu
19606,2502151164,Đặng Phúc Bách,9A2,14/02/2010,1,5,4,2,6,2.6,2.7,3.4,2025,Lý,Kém
19607,2502151164,Đặng Phúc Bách,9A2,14/02/2010,1,6,4,6,5,4.6,3.0,4.4,2025,Hóa,Yếu
19608,2502151164,Đặng Phúc Bách,9A2,14/02/2010,1,4,4,5,5,2.8,3.2,3.7,2025,Anh,Yếu
19609,2502151166,Đỗ Quốc Trung,9A2,07/08/2010,1,7,7,8,7,7.6,9.0,7.9,2025,Toán,Khá
19610,2502151166,Đỗ Quốc Trung,9A2,07/08/2010,1,9,8,8,8,7.0,8.5,8.1,2025,Lý,Giỏi
19611,2502151166,Đỗ Quốc Trung,9A2,07/08/2010,1,9,7,9,7,8.1,7.8,8.0,2025,Hóa,Giỏi
19612,2502151166,Đỗ Quốc Trung,9A2,07/08/2010,1,9,9,8,8,7.0,7.8,7.9,2025,Anh,Khá
19613,2502151168,Trần Kiều Châu,9A2,01/08/2010,1,6,6,8,8,7.0,7.3,7.1,2025,Toán,Khá
19614,2502151168,Trần Kiều Châu,9A2,01/08/2010,1,7,5,6,8,6.9,5.4,6.2,2025,Lý,Trung bình
19615,2502151168,Trần Kiều Châu,9A2,01/08/2010,1,6,8,5,6,6.5,6.9,6.5,2025,Hóa,Khá
19616,2502151168,Trần Kiều Châu,9A2,01/08/2010,1,6,5,5,8,6.7,5.4,6.0,2025,Anh,Trung bình
19617,2502151170,Lê Kim Hoa,9A2,17/04/2010,1,9,7,9,7,6.7,7.6,7.6,2025,Toán,Khá
19618,2502151170,Lê Kim Hoa,9A2,17/04/2010,1,7,9,8,9,6.9,7.5,7.7,2025,Lý,Khá
19619,2502151170,Lê Kim Hoa,9A2,17/04/2010,1,7,8,9,7,7.8,7.4,7.6,2025,Hóa,Khá
19620,2502151170,Lê Kim Hoa,9A2,17/04/2010,1,8,7,8,9,8.3,7.8,8.0,2025,Anh,Giỏi
19621,2502151172,Vũ Ngọc Anh,9A2,20/05/2010,1,9,9,8,9,7.9,7.9,8.3,2025,Toán,Giỏi
19622,2502151172,Vũ Ngọc Anh,9A2,20/05/2010,1,8,8,8,8,8.2,8.9,8.3,2025,Lý,Giỏi
19623,2502151172,Vũ Ngọc Anh,9A2,20/05/2010,1,9,9,8,9,7.0,8.8,8.4,2025,Hóa,Giỏi
19624,2502151172,Vũ Ngọc Anh,9A2,20/05/2010,1,10,8,8,8,8.0,8.6,8.4,2025,Anh,Giỏi
19625,2502151174,Hoàng Như Tú,9A2,04/06/2010,1,8,5,6,7,5.8,6.1,6.2,2025,Toán,Trung bình
19626,2502151174,Hoàng Như Tú,9A2,04/06/2010,1,5,5,8,8,6.6,6.1,6.4,2025,Lý,Trung bình
19627,2502151174,Hoàng Như Tú,9A2,04/06/2010,1,5,7,8,7,5.7,6.8,6.5,2025,Hóa,Khá
19628,2502151174,Hoàng Như Tú,9A2,04/06/2010,1,7,7,8,8,7.8,8.0,7.7,2025,Anh,Khá
19629,2502151176,Hoàng Tấn Phúc,9A2,07/12/2010,1,7,7,5,8,5.4,5.5,6.0,2025,Toán,Trung bình
19630,2502151176,Hoàng Tấn Phúc,9A2,07/12/2010,1,7,6,6,8,7.1,6.3,6.7,2025,Lý,Khá
19631,2502151176,Hoàng Tấn Phúc,9A2,07/12/2010,1,6,8,6,7,7.1,5.7,6.5,2025,Hóa,Khá
19632,2502151176,Hoàng Tấn Phúc,9A2,07/12/2010,1,8,8,5,6,5.1,5.0,5.8,2025,Anh,Trung bình
19633,2502151178,Hoàng Quang Dũng,9A2,05/07/2010,1,5,8,7,8,6.8,6.5,6.8,2025,Toán,Khá
19634,2502151178,Hoàng Quang Dũng,9A2,05/07/2010,1,5,6,8,8,6.6,5.2,6.2,2025,Lý,Trung bình
19635,2502151178,Hoàng Quang Dũng,9A2,05/07/2010,1,7,8,5,5,6.1,7.4,6.6,2025,Hóa,Khá
19636,2502151178,Hoàng Quang Dũng,9A2,05/07/2010,1,5,5,7,7,7.4,6.4,6.4,2025,Anh,Trung bình
19637,2502151180,Trần Khánh Nhi,9A2,09/01/2010,1,5,7,5,8,5.7,7.2,6.4,2025,Toán,Trung bình
19638,2502151180,Trần Khánh Nhi,9A2,09/01/2010,1,5,5,4,5,3.8,3.4,4.1,2025,Lý,Yếu
19639,2502151180,Trần Khánh Nhi,9A2,09/01/2010,1,6,8,7,5,7.0,5.8,6.4,2025,Hóa,Trung bình
19640,2502151180,Trần Khánh Nhi,9A2,09/01/2010,1,5,7,6,6,6.8,6.4,6.3,2025,Anh,Trung bình
19641,2502151182,Nguyễn Hữu Khánh,9A2,02/07/2010,1,8,9,10,9,8.4,9.1,8.9,2025,Toán,Giỏi
19642,2502151182,Nguyễn Hữu Khánh,9A2,02/07/2010,1,10,8,10,8,9.3,9.1,9.1,2025,Lý,Giỏi
19643,2502151182,Nguyễn Hữu Khánh,9A2,02/07/2010,1,8,9,9,8,8.4,8.7,8.5,2025,Hóa,Giỏi
19644,2502151182,Nguyễn Hữu Khánh,9A2,02/07/2010,1,9,10,9,10,8.3,9.7,9.3,2025,Anh,Giỏi
19645,2502151184,Ngô Ngọc Hoa,9A2,06/10/2010,1,2,3,6,4,3.0,2.4,3.1,2025,Toán,Kém
19646,2502151184,Ngô Ngọc Hoa,9A2,06/10/2010,1,6,2,3,6,3.2,3.9,3.9,2025,Lý,Yếu
19647,2502151184,Ngô Ngọc Hoa,9A2,06/10/2010,1,2,2,5,2,3.2,4.5,3.4,2025,Hóa,Kém
19648,2502151184,Ngô Ngọc Hoa,9A2,06/10/2010,1,4,2,5,5,2.6,3.9,3.7,2025,Anh,Yếu
19649,2502151186,Phan Ngọc Trâm,9A2,15/03/2010,1,8,10,10,8,8.9,9.9,9.3,2025,Toán,Giỏi
19650,2502151186,Phan Ngọc Trâm,9A2,15/03/2010,1,9,8,10,9,9.6,9.8,9.4,2025,Lý,Giỏi
19651,2502151186,Phan Ngọc Trâm,9A2,15/03/2010,1,10,8,8,10,9.0,8.6,8.9,2025,Hóa,Giỏi
19652,2502151186,Phan Ngọc Trâm,9A2,15/03/2010,1,8,8,8,8,9.4,9.4,8.8,2025,Anh,Giỏi
19653,2502151188,Trần Kiều Quỳnh,9A2,07/04/2010,1,6,6,7,5,6.8,6.1,6.2,2025,Toán,Trung bình
19654,2502151188,Trần Kiều Quỳnh,9A2,07/04/2010,1,7,8,7,5,6.6,5.2,6.2,2025,Lý,Trung bình
19655,2502151188,Trần Kiều Quỳnh,9A2,07/04/2010,1,6,5,7,8,7.4,6.7,6.8,2025,Hóa,Khá
19656,2502151188,Trần Kiều Quỳnh,9A2,07/04/2010,1,8,8,8,8,6.7,6.5,7.2,2025,Anh,Khá
19657,2502151190,Hồ Quỳnh Trang,9A2,09/02/2010,1,7,7,9,8,8.2,7.1,7.6,2025,Toán,Khá
19658,2502151190,Hồ Quỳnh Trang,9A2,09/02/2010,1,8,9,7,9,6.9,8.6,8.1,2025,Lý,Giỏi
19659,2502151190,Hồ Quỳnh Trang,9A2,09/02/2010,1,8,9,8,9,10.0,8.7,8.9,2025,Hóa,Giỏi
19660,2502151190,Hồ Quỳnh Trang,9A2,09/02/2010,1,9,10,8,10,8.1,9.9,9.2,2025,Anh,Giỏi
19661,2502151192,Võ Xuân Lâm,9A2,25/06/2010,1,9,8,9,7,6.7,7.5,7.7,2025,Toán,Khá
19662,2502151192,Võ Xuân Lâm,9A2,25/06/2010,1,7,7,8,8,7.6,8.6,7.9,2025,Lý,Khá
19663,2502151192,Võ Xuân Lâm,9A2,25/06/2010,1,8,10,9,8,9.8,9.0,9.1,2025,Hóa,Giỏi
19664,2502151192,Võ Xuân Lâm,9A2,25/06/2010,1,8,7,9,7,8.4,8.7,8.2,2025,Anh,Giỏi
19665,2502151194,Phạm Hữu Nam,9A2,10/02/2010,1,3,6,4,5,4.9,4.9,4.7,2025,Toán,Yếu
19666,2502151194,Phạm Hữu Nam,9A2,10/02/2010,1,3,6,3,5,3.2,2.2,3.3,2025,Lý,Kém
19667,2502151194,Phạm Hữu Nam,9A2,10/02/2010,1,5,4,2,5,4.9,3.5,4.0,2025,Hóa,Yếu
19668,2502151194,Phạm Hữu Nam,9A2,10/02/2010,1,2,5,5,6,4.4,4.7,4.5,2025,Anh,Yếu
19669,2502151196,Trần Văn Lâm,9A2,29/08/2010,1,9,8,9,8,9.1,8.9,8.8,2025,Toán,Giỏi
19670,2502151196,Trần Văn Lâm,9A2,29/08/2010,1,9,8,7,8,7.9,8.2,8.0,2025,Lý,Giỏi
19671,2502151196,Trần Văn Lâm,9A2,29/08/2010,1,8,8,8,9,9.2,9.7,8.9,2025,Hóa,Giỏi
19672,2502151196,Trần Văn Lâm,9A2,29/08/2010,1,10,9,9,10,9.1,9.1,9.3,2025,Anh,Giỏi
19673,2502151198,Lý Kim Hương,9A2,13/04/2010,1,7,7,9,8,7.5,7.3,7.5,2025,Toán,Khá
19674,2502151198,Lý Kim Hương,9A2,13/04/2010,1,5,7,6,8,7.2,6.0,6.5,2025,Lý,Khá
19675,2502151198,Lý Kim Hương,9A2,13/04/2010,1,7,7,8,8,8.2,7.1,7.5,2025,Hóa,Khá
19676,2502151198,Lý Kim Hương,9A2,13/04/2010,1,7,7,9,9,7.6,8.3,8.0,2025,Anh,Giỏi
19677,2502151200,Đặng Hoàng Khoa,9A2,19/10/2010,1,8,9,8,8,9.2,10.0,9.0,2025,Toán,Giỏi
19678,2502151200,Đặng Hoàng Khoa,9A2,19/10/2010,1,9,10,8,8,9.6,9.1,9.1,2025,Lý,Giỏi
19679,2502151200,Đặng Hoàng Khoa,9A2,19/10/2010,1,9,8,9,9,8.6,8.6,8.7,2025,Hóa,Giỏi
19680,2502151200,Đặng Hoàng Khoa,9A2,19/10/2010,1,9,10,9,10,8.6,9.5,9.3,2025,Anh,Giỏi
19681,2502151202,Lê Quỳnh Trâm,9A3,20/02/2010,1,2,6,4,2,3.9,2.6,3.3,2025,Toán,Kém
19682,2502151202,Lê Quỳnh Trâm,9A3,20/02/2010,1,6,3,3,4,4.0,2.9,3.6,2025,Lý,Yếu
19683,2502151202,Lê Quỳnh Trâm,9A3,20/02/2010,1,5,3,3,6,3.5,4.7,4.2,2025,Hóa,Yếu
19684,2502151202,Lê Quỳnh Trâm,9A3,20/02/2010,1,6,6,3,6,5.0,2.9,4.4,2025,Anh,Yếu
19685,2502151204,Đỗ Đức Huy,9A3,14/07/2010,1,9,7,7,9,6.8,8.2,7.8,2025,Toán,Khá
19686,2502151204,Đỗ Đức Huy,9A3,14/07/2010,1,7,8,8,8,6.6,7.4,7.4,2025,Lý,Khá
19687,2502151204,Đỗ Đức Huy,9A3,14/07/2010,1,7,8,8,8,6.9,7.6,7.5,2025,Hóa,Khá
19688,2502151204,Đỗ Đức Huy,9A3,14/07/2010,1,8,7,8,7,7.7,7.7,7.6,2025,Anh,Khá
19689,2502151206,Đặng Minh Phúc,9A3,27/12/2010,1,8,9,7,9,8.5,7.3,8.0,2025,Toán,Giỏi
19690,2502151206,Đặng Minh Phúc,9A3,27/12/2010,1,5,8,6,5,6.2,7.0,6.4,2025,Lý,Trung bình
19691,2502151206,Đặng Minh Phúc,9A3,27/12/2010,1,5,7,8,6,5.4,7.0,6.4,2025,Hóa,Trung bình
19692,2502151206,Đặng Minh Phúc,9A3,27/12/2010,1,7,7,9,7,8.3,7.4,7.6,2025,Anh,Khá
19693,2502151208,Đỗ Cát Lan,9A3,29/05/2010,1,4,4,4,2,2.8,4.2,3.6,2025,Toán,Yếu
19694,2502151208,Đỗ Cát Lan,9A3,29/05/2010,1,2,5,4,2,4.7,3.5,3.7,2025,Lý,Yếu
19695,2502151208,Đỗ Cát Lan,9A3,29/05/2010,1,2,2,3,3,4.5,3.8,3.4,2025,Hóa,Kém
19696,2502151208,Đỗ Cát Lan,9A3,29/05/2010,1,3,6,3,3,4.5,4.1,4.0,2025,Anh,Yếu
19697,2502151210,Phan Thanh Anh,9A3,09/09/2011,1,7,6,6,7,5.6,5.5,6.0,2025,Toán,Trung bình
19698,2502151210,Phan Thanh Anh,9A3,09/09/2011,1,6,5,8,6,6.5,5.6,6.1,2025,Lý,Trung bình
19699,2502151210,Phan Thanh Anh,9A3,09/09/2011,1,6,7,7,5,6.6,7.2,6.6,2025,Hóa,Khá
19700,2502151210,Phan Thanh Anh,9A3,09/09/2011,1,3,5,2,4,4.2,3.3,3.6,2025,Anh,Yếu
19701,2502151212,Bùi Đức Huy,9A3,12/04/2010,1,8,8,9,8,8.4,7.8,8.1,2025,Toán,Giỏi
19702,2502151212,Bùi Đức Huy,9A3,12/04/2010,1,9,7,8,9,8.1,8.7,8.4,2025,Lý,Giỏi
19703,2502151212,Bùi Đức Huy,9A3,12/04/2010,1,7,8,6,6,6.6,6.3,6.6,2025,Hóa,Khá
19704,2502151212,Bùi Đức Huy,9A3,12/04/2010,1,8,9,9,8,8.4,8.9,8.6,2025,Anh,Giỏi
19705,2502151214,Hồ Hoàng Kiệt,9A3,26/11/2010,1,4,3,6,2,2.9,4.1,3.7,2025,Toán,Yếu
19706,2502151214,Hồ Hoàng Kiệt,9A3,26/11/2010,1,2,4,6,2,4.1,3.5,3.6,2025,Lý,Yếu
19707,2502151214,Hồ Hoàng Kiệt,9A3,26/11/2010,1,2,5,4,2,2.6,2.4,2.8,2025,Hóa,Kém
19708,2502151214,Hồ Hoàng Kiệt,9A3,26/11/2010,1,2,6,5,2,3.0,2.1,3.0,2025,Anh,Kém
19709,2502151216,Võ Cát Lan,9A3,10/03/2010,1,10,10,8,8,8.0,8.8,8.7,2025,Toán,Giỏi
19710,2502151216,Võ Cát Lan,9A3,10/03/2010,1,10,9,9,10,9.4,8.9,9.3,2025,Lý,Giỏi
19711,2502151216,Võ Cát Lan,9A3,10/03/2010,1,9,10,8,9,9.1,8.8,9.0,2025,Hóa,Giỏi
19712,2502151216,Võ Cát Lan,9A3,10/03/2010,1,7,8,9,8,7.2,8.3,7.9,2025,Anh,Khá
19713,2502151218,Bùi Tấn Hoàng,9A3,15/11/2010,1,6,7,7,5,6.1,7.2,6.5,2025,Toán,Khá
19714,2502151218,Bùi Tấn Hoàng,9A3,15/11/2010,1,7,7,8,6,5.2,5.6,6.1,2025,Lý,Trung bình
19715,2502151218,Bùi Tấn Hoàng,9A3,15/11/2010,1,5,6,6,5,5.4,5.7,5.5,2025,Hóa,Trung bình
19716,2502151218,Bùi Tấn Hoàng,9A3,15/11/2010,1,6,5,5,5,7.0,5.2,5.6,2025,Anh,Trung bình
19717,2502151220,Võ Hải Phong,9A3,04/10/2010,1,5,7,8,5,7.2,6.4,6.5,2025,Toán,Khá
19718,2502151220,Võ Hải Phong,9A3,04/10/2010,1,5,3,5,6,3.3,3.0,3.8,2025,Lý,Yếu
19719,2502151220,Võ Hải Phong,9A3,04/10/2010,1,5,7,5,7,7.3,6.4,6.4,2025,Hóa,Trung bình
19720,2502151220,Võ Hải Phong,9A3,04/10/2010,1,6,3,5,5,3.3,4.9,4.5,2025,Anh,Yếu
19721,2502151222,Vũ Quang Bách,9A3,01/04/2010,1,6,7,7,8,6.6,5.5,6.4,2025,Toán,Trung bình
19722,2502151222,Vũ Quang Bách,9A3,01/04/2010,1,8,6,5,5,5.8,6.2,6.0,2025,Lý,Trung bình
19723,2502151222,Vũ Quang Bách,9A3,01/04/2010,1,8,6,8,5,6.0,6.1,6.4,2025,Hóa,Trung bình
19724,2502151222,Vũ Quang Bách,9A3,01/04/2010,1,6,8,6,5,5.3,5.8,5.9,2025,Anh,Trung bình
19725,2502151224,Hồ Thanh Phúc,9A3,19/10/2010,1,6,8,7,8,6.1,5.7,6.5,2025,Toán,Khá
19726,2502151224,Hồ Thanh Phúc,9A3,19/10/2010,1,8,8,6,7,6.9,6.0,6.8,2025,Lý,Khá
19727,2502151224,Hồ Thanh Phúc,9A3,19/10/2010,1,6,7,5,5,5.5,6.7,6.0,2025,Hóa,Trung bình
19728,2502151224,Hồ Thanh Phúc,9A3,19/10/2010,1,6,7,5,5,5.9,5.9,5.8,2025,Anh,Trung bình
19729,2502151226,Đặng Thị Phương,9A3,30/10/2010,1,4,3,2,6,2.5,3.7,3.5,2025,Toán,Yếu
19730,2502151226,Đặng Thị Phương,9A3,30/10/2010,1,6,5,4,6,3.1,4.3,4.5,2025,Lý,Yếu
19731,2502151226,Đặng Thị Phương,9A3,30/10/2010,1,5,5,2,3,3.4,2.3,3.2,2025,Hóa,Kém
19732,2502151226,Đặng Thị Phương,9A3,30/10/2010,1,4,4,3,3,2.6,2.2,2.9,2025,Anh,Kém
19733,2502151228,Nguyễn Minh Khánh,9A3,26/10/2010,1,10,10,8,9,8.7,9.1,9.1,2025,Toán,Giỏi
19734,2502151228,Nguyễn Minh Khánh,9A3,26/10/2010,1,10,9,9,9,8.3,9.3,9.1,2025,Lý,Giỏi
19735,2502151228,Nguyễn Minh Khánh,9A3,26/10/2010,1,9,9,9,8,6.8,7.7,8.0,2025,Hóa,Giỏi
19736,2502151228,Nguyễn Minh Khánh,9A3,26/10/2010,1,9,10,8,8,9.8,9.4,9.2,2025,Anh,Giỏi
19737,2502151230,Phạm Duy Sơn,9A3,19/12/2010,1,10,9,8,8,9.6,9.3,9.1,2025,Toán,Giỏi
19738,2502151230,Phạm Duy Sơn,9A3,19/12/2010,1,10,10,10,9,9.9,9.7,9.8,2025,Lý,Giỏi
19739,2502151230,Phạm Duy Sơn,9A3,19/12/2010,1,9,9,9,9,6.9,8.1,8.2,2025,Hóa,Giỏi
19740,2502151230,Phạm Duy Sơn,9A3,19/12/2010,1,8,10,10,8,9.4,9.1,9.1,2025,Anh,Giỏi
19741,2502151232,Dương Thanh Kiệt,9A3,04/08/2010,1,7,7,9,8,7.7,7.7,7.7,2025,Toán,Khá
19742,2502151232,Dương Thanh Kiệt,9A3,04/08/2010,1,9,9,9,9,8.4,8.5,8.7,2025,Lý,Giỏi
19743,2502151232,Dương Thanh Kiệt,9A3,04/08/2010,1,7,7,8,7,7.3,8.6,7.7,2025,Hóa,Khá
19744,2502151232,Dương Thanh Kiệt,9A3,04/08/2010,1,7,8,9,7,6.7,8.2,7.7,2025,Anh,Khá
19745,2502151234,Bùi Đức Phúc,9A3,12/12/2010,1,9,8,9,9,7.1,8.5,8.3,2025,Toán,Giỏi
19746,2502151234,Bùi Đức Phúc,9A3,12/12/2010,1,8,7,9,9,7.9,8.1,8.1,2025,Lý,Giỏi
19747,2502151234,Bùi Đức Phúc,9A3,12/12/2010,1,7,8,7,7,7.0,8.9,7.7,2025,Hóa,Khá
19748,2502151234,Bùi Đức Phúc,9A3,12/12/2010,1,8,9,7,8,7.4,7.3,7.6,2025,Anh,Khá
19749,2502151236,Vũ Duy Phúc,9A3,08/02/2010,1,6,8,6,8,7.1,5.9,6.7,2025,Toán,Khá
19750,2502151236,Vũ Duy Phúc,9A3,08/02/2010,1,6,6,8,7,7.1,6.2,6.6,2025,Lý,Khá
19751,2502151236,Vũ Duy Phúc,9A3,08/02/2010,1,2,5,4,3,4.4,4.4,4.0,2025,Hóa,Yếu
19752,2502151236,Vũ Duy Phúc,9A3,08/02/2010,1,6,6,7,8,6.2,5.8,6.3,2025,Anh,Trung bình
19753,2502151238,Trần Minh Chi,9A3,22/06/2010,1,9,7,7,7,7.0,7.4,7.4,2025,Toán,Khá
19754,2502151238,Trần Minh Chi,9A3,22/06/2010,1,9,9,9,8,8.0,7.7,8.2,2025,Lý,Giỏi
19755,2502151238,Trần Minh Chi,9A3,22/06/2010,1,8,7,7,8,6.5,7.5,7.3,2025,Hóa,Khá
19756,2502151238,Trần Minh Chi,9A3,22/06/2010,1,7,7,8,7,8.0,8.7,7.9,2025,Anh,Khá
19757,2502151240,Dương Hữu Lâm,9A3,10/08/2010,1,6,7,6,5,5.3,7.3,6.3,2025,Toán,Trung bình
19758,2502151240,Dương Hữu Lâm,9A3,10/08/2010,1,6,8,8,7,7.0,6.3,6.9,2025,Lý,Khá
19759,2502151240,Dương Hữu Lâm,9A3,10/08/2010,1,7,6,8,6,6.7,5.5,6.3,2025,Hóa,Trung bình
19760,2502151240,Dương Hữu Lâm,9A3,10/08/2010,1,5,6,7,5,7.1,5.0,5.8,2025,Anh,Trung bình
19761,2502151242,Đặng Thanh Anh,9A3,22/09/2010,1,5,7,6,6,5.5,6.6,6.1,2025,Toán,Trung bình
19762,2502151242,Đặng Thanh Anh,9A3,22/09/2010,1,5,8,8,6,5.1,5.2,5.9,2025,Lý,Trung bình
19763,2502151242,Đặng Thanh Anh,9A3,22/09/2010,1,6,7,8,7,6.9,6.3,6.7,2025,Hóa,Khá
19764,2502151242,Đặng Thanh Anh,9A3,22/09/2010,1,6,6,8,6,7.5,7.1,6.9,2025,Anh,Khá
19765,2502151244,Ngô Xuân Đạt,9A3,17/11/2009,1,10,8,10,9,9.8,8.7,9.2,2025,Toán,Giỏi
19766,2502151244,Ngô Xuân Đạt,9A3,17/11/2009,1,8,9,10,8,9.7,10.0,9.4,2025,Lý,Giỏi
19767,2502151244,Ngô Xuân Đạt,9A3,17/11/2009,1,8,9,8,8,9.2,9.2,8.8,2025,Hóa,Giỏi
19768,2502151244,Ngô Xuân Đạt,9A3,17/11/2009,1,8,10,9,8,9.9,8.6,9.0,2025,Anh,Giỏi
19769,2502151246,Dương Mai Yến,9A3,02/02/2010,1,6,7,6,5,6.3,7.1,6.4,2025,Toán,Trung bình
